,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,lang,location,statuses_count,verified,average_tweets_per_day,account_age_days,account_type,screen_name_len,description_len
29339,1,0,2092,68,470,0,1,1,2952,0,1.217,2426,0,13,19
6213,0,0,616,26,94,0,1,1,924,0,0.225,4104,0,8,79
17596,0,0,38,1158,4104,0,1,1,3960,0,2.02,1960,0,13,145
2077,0,0,1918,37,0,0,1,1,2690,0,0.853,3152,0,14,134
33380,0,0,0,30,1,0,1,0,4301,0,2.252,1910,0,13,100
2582,0,0,4965,155,327,1,1,0,5378,0,1.364,3943,0,8,57
16940,1,0,47,17,0,0,1,0,399,0,0.118,3375,1,12,32
31851,0,0,6549,8743,1273,1,1,1,46446,1,10.65,4361,1,10,136
32967,0,0,498,1072,1627,0,1,1,1276,0,0.37,3452,1,8,112
26384,1,0,26601,414816,1453,0,1,1,15688,1,4.817,3257,1,11,155
36032,0,0,10264,12651,911,1,1,1,12228,0,5.406,2262,1,14,20
35060,0,0,43397,2476,1004,0,1,1,264378,0,63.294,4177,1,8,101
1377,1,0,1227,12,0,0,1,0,1227,0,0.839,1463,0,14,33
28063,1,0,389,6,0,1,1,1,574,0,0.178,3227,0,15,119
36894,0,0,224,1654,2876,0,1,1,122,0,0.072,1693,0,14,60
4498,1,0,179,23,0,0,1,0,107,0,0.053,2014,0,14,76
14618,1,0,5598,9073,3926,1,1,0,15336,1,4.736,3238,1,14,149
22972,1,0,1710,24,173,0,1,1,2354,0,0.806,2921,0,8,95
30735,1,0,251,44,143,0,1,1,161,0,0.158,1018,0,15,159
11181,0,0,2059,8,1,0,1,0,2941,0,0.862,3413,0,15,44
21688,0,0,240,286741,90332,1,1,1,30508,1,7.394,4126,1,15,137
8069,1,0,4034,63,0,0,1,0,4469,0,1.417,3154,0,9,11
28808,1,0,267807,752583,38948,1,1,1,27635,1,13.153,2101,0,15,113
29425,0,0,569,253,121,1,1,1,803,0,0.337,2381,1,14,143
22376,0,0,1956,42,0,0,1,1,3591,0,0.983,3654,1,10,45
18303,0,0,32,143,177,0,1,1,60,0,0.056,1066,1,14,124
17799,0,0,1648,736,924,1,1,1,1484,0,0.598,2482,0,9,145
32232,1,0,2357,10,0,0,1,1,3164,0,1.013,3123,0,9,80
1139,0,0,1910,952,869,0,1,0,43245,0,12.093,3576,0,9,86
16127,0,0,276,4969394,214,0,1,1,7667,1,2.106,3640,1,11,137
29580,0,0,936,186743,248,1,1,1,290,1,0.076,3799,1,13,33
6381,1,0,62,1847,4603,0,1,0,1973,0,0.653,3022,0,15,155
1703,0,0,2476,216,0,0,1,1,4253,0,1.091,3897,0,9,52
24365,1,0,33114,906,1077,1,1,1,11362,0,12.27,926,1,7,134
7782,1,0,1680,55,154,1,1,1,2065,0,0.498,4148,1,8,13
29921,0,0,1574,57,194,0,1,1,1208,0,0.289,4176,1,9,144
25696,1,0,414,16,0,0,1,0,32,0,0.01,3292,0,9,65
9882,1,0,61,3,46,0,1,0,14,0,0.007,2126,0,15,35
29588,1,0,18392,430,940,1,1,1,8155,0,4.258,1915,1,12,144
14629,0,0,3,74,2,0,1,1,3190,0,1.962,1626,0,12,107
21986,0,0,848,19,175,0,1,1,1263,0,0.409,3091,0,10,135
18397,0,0,1888,643206,61328,1,1,1,221200,1,52.818,4188,0,11,157
23010,0,0,10801,258,266,1,1,0,5612,0,1.906,2944,1,8,102
15589,0,0,623,199,374,1,1,1,1398,0,0.6,2331,1,13,16
22660,0,0,20715,352,645,1,1,1,15837,0,3.929,4031,1,8,46
26253,0,0,15133,731,311,0,1,1,39003,0,12.188,3200,1,14,114
32650,1,0,1232,9,0,0,1,0,1231,0,0.842,1462,0,10,31
4845,0,0,3571,449,896,0,1,1,12369,0,4.965,2491,0,13,160
5950,0,0,133025,50592,43179,1,1,1,163226,0,56.053,2912,0,14,88
21246,0,0,122,215825,63,1,1,1,4382,0,1.111,3944,1,8,132
6100,0,0,2182,76,148,1,1,1,3056,0,0.953,3206,0,13,25
14056,0,0,51520,2340,977,0,1,1,30077,0,6.911,4352,1,12,142
14246,0,0,83703,27852,1982,0,1,1,75968,0,18.973,4004,1,14,151
23887,1,0,386,17,0,0,1,0,95,0,0.03,3121,0,10,61
11192,1,0,4331,83976,91749,1,1,1,136634,0,47.808,2858,0,12,90
31888,0,0,2900,150,0,1,1,1,4139,0,1.142,3625,0,15,82
17112,0,0,388,294969,36812,1,1,1,36152,0,9.829,3678,1,14,125
11051,0,0,32,105922,1288,0,1,1,113715,1,27.03,4207,0,8,135
32954,0,0,12703,11418,2571,1,1,1,427,1,0.107,4009,1,15,101
9875,0,0,7792,100903,70908,1,1,1,316445,0,88.964,3557,0,15,147
7279,1,0,1232,13,0,0,1,0,1233,0,0.843,1462,0,13,16
33884,0,0,2693,1121,688,0,1,1,4454,0,1.022,4360,1,11,92
34747,0,0,75119,801,587,1,1,1,41287,0,10.162,4063,1,11,97
10573,1,0,39,1080456,58,1,1,1,436,1,0.173,2520,1,15,136
27435,1,0,5276,83,369,0,1,1,963,0,0.375,2568,1,9,39
25698,0,0,1787,156,539,1,1,1,2603,0,0.792,3288,0,10,155
24467,0,0,698,17,31,0,1,1,1046,0,0.293,3573,0,10,50
30047,1,0,23,1522,15,0,1,1,4986,0,3.797,1313,0,14,79
4445,0,0,46,4963,364,0,1,1,25788,1,5.726,4504,1,3,158
17329,0,0,11082,42200,3564,0,1,1,20675,1,4.752,4351,1,12,145
34544,1,0,80194,810,393,1,1,0,59805,0,16.594,3604,1,8,53
25570,1,0,2410,40,0,0,1,1,3356,0,1.656,2026,0,14,118
9117,1,0,39,607,378,1,1,1,896,0,0.309,2895,1,10,151
25353,0,0,40976,9148,6937,1,1,1,103394,0,24.157,4280,1,9,157
8420,0,0,6270,62304,339,1,1,1,7443,1,1.865,3990,1,12,127
36721,0,0,4184,69099,700,1,1,0,14771,0,5.0,2954,0,9,129
13971,0,0,36784,10276,5011,1,1,1,37560,0,10.212,3678,1,6,146
3426,0,0,2467,84,0,0,1,1,3498,0,1.107,3160,0,13,143
5815,0,0,6739,131,259,0,1,1,4737,0,1.48,3201,1,15,34
9028,1,0,1101,212,591,1,1,0,689,0,0.205,3353,1,8,117
35380,0,0,4,429,0,0,1,1,619,0,0.151,4105,1,8,95
34627,1,0,58135,382,86,0,1,1,19916,0,11.052,1802,1,11,41
8959,0,0,11374,14415,13806,0,1,1,9354,0,8.078,1158,0,13,131
13990,0,0,39466,475,826,0,1,1,4082,0,1.22,3346,1,14,77
12729,1,0,2097,10,67,0,1,1,3030,0,1.631,1858,0,13,74
14202,0,0,4259,176544,4967,1,1,1,69882,1,19.735,3541,0,15,147
8621,0,0,2409,27,60,0,1,1,3642,0,1.284,2836,0,15,23
14039,0,0,6108,148,230,1,1,1,11031,0,3.224,3421,0,11,26
18248,1,0,221858,548,339,0,1,0,20990,0,12.175,1724,0,14,20
16588,0,0,1835,115,627,1,1,1,794,0,0.198,4005,0,8,26
13689,1,0,79,2087,193,0,1,0,8527,0,2.052,4156,1,8,160
34226,0,0,885,1215,310,1,1,1,10736,0,3.337,3217,1,8,112
5142,0,0,1466,6,4,0,1,1,2146,0,0.511,4196,0,6,147
119,1,0,799,16,12,0,1,1,1172,0,0.265,4415,0,11,41
36831,1,0,11401,354674,100997,1,1,0,45052,0,16.962,2656,0,14,107
22437,1,0,7707,243,65,0,1,0,12784,0,4.928,2594,0,12,17
33749,0,0,2263,67,0,0,1,1,4792,0,1.446,3315,0,10,55
6120,0,0,34400,2816031,885,1,1,1,153848,1,36.174,4253,1,11,105
20271,1,0,108,15525,86,0,1,0,4827,0,1.4,3448,0,10,154
2343,0,0,14696,1982,3711,1,1,1,114224,0,27.577,4142,1,9,159
13762,1,0,322,1,0,0,1,0,456,0,0.394,1158,0,11,74
11567,0,0,275823,288201,27601,1,1,1,40321,1,9.541,4226,1,12,63
18272,0,0,6980,19725,9436,0,1,1,69247,0,16.037,4318,1,10,84
31651,1,0,1365,429,356,1,1,1,683,0,0.266,2568,1,12,82
18402,0,0,26768,1004,956,1,1,1,25568,0,8.35,3062,1,12,144
11912,1,0,0,587,0,0,1,1,2648,0,2.151,1231,0,11,123
4238,0,0,3225,278,813,1,1,1,6578,0,2.022,3253,0,13,47
27947,0,0,7959,9098,5028,1,1,1,77099,1,17.922,4302,1,10,141
36207,0,0,1449,1099130,58,0,1,1,111778,1,37.384,2990,0,7,51
2929,0,1,0,824,0,0,1,0,51663,0,37.988,1360,0,12,16
28336,0,0,1015,35708135,323,1,1,0,114040,1,23.307,4893,0,4,36
10222,0,0,13776,1291195,28530,1,1,0,137851,1,33.05,4171,1,10,153
26607,0,0,36810,128,895,0,1,1,1476,0,0.625,2362,1,10,36
21789,0,0,258,5,0,0,1,1,121,0,0.03,3979,0,11,64
15049,0,0,936,733806,616,1,1,1,12190,1,2.92,4175,1,12,50
8445,1,0,17822,194498,2042,0,1,1,30582,1,7.461,4099,1,15,139
29093,1,0,2,408,771,1,1,1,3066,0,0.804,3814,0,13,60
11259,1,0,186,11,0,0,1,0,40,0,0.014,2840,0,13,60
35200,1,0,16685,337,690,1,1,1,1671,0,1.271,1315,1,9,148
18887,0,0,6740,102,296,1,1,1,2603,0,1.498,1738,1,10,159
13139,1,0,438,86,118,1,1,1,721,0,0.214,3363,1,8,105
7288,0,0,3718,110149,123892,0,1,0,6323,0,2.541,2488,0,15,48
23701,1,0,0,83,2,0,1,1,35118,0,26.149,1343,0,12,143
28899,1,0,14934,13173,4198,0,1,1,11599,0,8.22,1411,1,12,133
16302,0,0,3252,11558,1457,1,1,1,13424,1,3.15,4262,1,8,144
25174,1,0,1143,248,247,0,1,0,3033,0,1.438,2109,0,13,84
4036,0,1,31,87053,0,1,1,0,16429,1,4.269,3848,1,10,81
32029,1,0,551,29,0,0,1,0,773,0,0.595,1300,0,14,141
33014,1,0,18874,470,315,1,1,1,19543,0,7.792,2508,1,13,75
20772,0,0,29581,12625,792,1,1,1,31856,0,7.738,4117,1,13,103
30354,0,0,955,1807605,5565,0,1,1,27777,1,6.859,4050,1,10,15
27576,1,0,346,0,0,0,1,0,346,0,0.245,1412,0,11,15
9766,0,0,683,536,0,1,1,1,52254,0,13.3,3929,1,12,98
35493,0,0,19,2644698,82,1,1,1,682,1,0.161,4231,1,4,81
23038,1,0,183,4,0,0,1,1,44,0,0.014,3060,0,8,47
14900,1,0,7145,97,372,0,1,1,2432,0,1.437,1693,1,12,93
17764,0,0,6275,37156,3093,1,1,1,28721,1,6.154,4667,0,5,99
30139,0,0,61643,22776,13944,0,1,1,36079,0,29.891,1207,0,10,115
23816,0,0,1708,1828,3483,0,1,1,9260,0,2.732,3390,0,10,97
18891,1,0,0,9,0,0,1,1,4477,0,3.983,1124,0,12,122
21277,0,0,4135,74,281,0,1,0,3407,0,0.78,4366,0,12,17
23329,1,0,657,976,3265,0,1,1,726,0,1.085,669,0,12,143
1024,1,0,1110,26,0,0,1,1,1524,0,1.236,1233,0,15,29
27170,1,0,13139,276,1965,1,1,1,9468,0,2.706,3499,1,11,112
35805,0,0,1510,17,0,0,1,1,2216,0,0.535,4142,0,5,33
19501,0,0,24852,65386,141,1,1,0,6203,1,1.902,3262,1,11,77
21806,0,0,2760,2175325,5933,1,1,1,6662,1,1.589,4192,1,8,59
4635,1,0,0,273429,1549,0,1,0,11495,0,3.737,3076,0,9,160
33241,0,0,35678,228,989,1,1,0,16483,0,3.958,4165,1,7,42
16286,0,0,0,317,503,0,1,0,4146,0,2.034,2038,0,11,149
12394,0,0,3058,134,397,0,1,1,4327,0,1.075,4025,0,10,81
31438,1,0,62,268927,568,0,1,1,2230,1,0.62,3598,1,12,159
37180,1,0,431,15,0,0,1,0,100,0,0.051,1949,0,8,43
8849,1,0,2881,56,123,0,1,0,2186,0,0.522,4189,1,12,15
37001,0,0,13207,3004,339,1,1,1,35934,1,8.586,4185,1,13,135
25469,0,0,59,72,0,1,1,1,1913,0,0.542,3529,0,13,110
33651,0,0,305,1045,1391,1,1,1,15603,0,3.877,4025,0,10,48
16177,0,0,11588,452,265,0,1,1,5244,0,1.621,3235,1,11,8
11627,0,0,838,22662,6660,0,1,1,37589,0,12.864,2922,0,11,21
37033,0,0,34,354,8,0,1,1,454835,0,194.208,2342,0,13,160
16015,1,0,0,149310,6,1,1,1,10908,0,2.645,4124,0,13,155
5239,1,0,9402,397,354,1,1,1,4569,0,2.242,2038,1,15,38
33641,0,0,1423,49557935,1109,1,1,0,314063,1,63.576,4940,0,3,157
36087,1,0,2299,3,0,0,1,0,3283,0,1.052,3122,0,8,141
2684,1,0,119,675610,464,1,1,1,1498,1,0.482,3106,1,10,55
8806,0,0,3626,4391,4212,0,1,1,7941,0,2.288,3471,0,12,154
5782,0,0,18635,869,2400,1,1,1,39156,0,10.359,3780,1,9,54
27215,0,0,11863,17726,3981,1,1,1,23248,1,5.708,4073,1,12,142
13644,0,0,12,3315803,22,1,1,1,941,1,0.25,3761,1,12,14
5243,0,0,5933,176,186,0,1,0,4056,0,1.473,2753,0,15,40
6979,0,0,135923,210313,233908,0,1,0,80433,0,31.505,2553,0,15,121
31464,1,0,1332,13,11,0,1,0,1332,0,0.911,1462,0,15,112
9327,1,0,2955,121,449,0,1,1,3848,0,2.4,1603,0,12,80
3536,0,0,10024,1042504,299,1,1,1,5130,1,1.26,4071,1,11,129
12267,1,0,2108,14,87,0,1,1,3089,0,1.199,2576,0,12,70
24021,0,0,1817,165655,1142,1,1,1,45480,1,11.638,3908,1,10,147
37053,1,0,740,40,0,0,1,0,148,0,0.062,2399,0,11,54
31527,1,0,40045,286,1095,1,1,1,6195,0,2.603,2380,1,10,79
7675,0,0,4318,423,2785,1,1,1,19687,0,4.617,4264,1,13,140
15190,0,0,717,393,168,0,1,1,458,0,0.208,2197,1,7,82
23900,0,0,168,325,297,1,1,1,6542,0,1.865,3507,0,11,16
19599,0,0,160,6112030,142,1,1,1,1822,1,0.487,3738,1,8,89
35039,1,0,212,0,0,0,1,0,427,0,0.296,1445,1,9,116
2887,1,0,1919,45,76,1,1,1,1089,0,0.542,2010,1,15,90
33008,0,0,10179,87893,3366,0,1,1,67097,0,14.714,4560,0,7,65
35882,1,0,0,12,0,0,1,1,9741,0,8.158,1194,0,10,123
34860,1,0,22,57,153,1,1,1,48,0,0.037,1301,0,8,121
281,0,0,12739,227315,848,0,1,0,9682,1,2.202,4397,1,8,135
9535,1,0,160,90,193,0,1,1,178,0,0.051,3500,0,10,54
10089,1,0,8530,847,759,1,1,0,14573,0,3.52,4140,1,9,142
25268,1,0,1645,1,0,1,1,0,2213,0,0.913,2425,0,12,119
17562,1,0,0,299,0,0,1,0,2957,0,3.533,837,0,13,121
33553,1,0,4482,17583,916,0,1,1,11719,1,2.842,4123,1,8,150
8746,1,0,1439,59,351,0,1,1,680,0,0.484,1406,1,10,99
1285,0,0,2037,48,0,0,1,1,2791,0,0.917,3042,0,14,59
21116,1,0,2,12281,38,0,1,1,172,0,0.052,3290,1,15,138
35069,1,0,1727,154,241,0,1,0,13665,0,3.971,3441,1,14,18
1987,0,0,5852,1985,1631,1,1,1,15493,1,3.191,4855,1,13,121
24376,1,0,4421,37,144,1,1,1,2867,0,0.983,2918,0,11,64
25412,1,0,1257,0,0,0,1,1,1257,0,0.736,1708,0,11,84
10428,1,0,120,7,143,0,1,0,31,0,0.014,2151,0,11,35
28724,0,0,2250,3622,1911,0,1,1,7874,1,1.805,4362,1,13,149
25553,0,0,191,46,0,0,1,0,430,0,0.145,2956,0,13,73
32136,0,0,183,819,731,0,1,1,551,0,0.222,2483,0,13,144
27563,0,0,2441,243,0,0,1,1,3789,0,1.196,3169,0,11,105
3593,1,0,220,10,0,0,1,0,51,0,0.022,2317,0,15,41
3904,0,0,6877,2219,1376,0,1,1,19915,0,6.202,3211,1,12,147
32366,0,0,1449,12,11,0,1,0,2147,0,0.646,3325,0,9,35
6276,0,0,3187,150272,628,0,1,1,13548,1,3.304,4100,1,10,51
5051,1,0,165,219,169,0,1,0,36,0,0.014,2548,0,12,58
25150,0,0,1792,90,324,1,1,1,1659,0,0.41,4049,1,7,143
18635,1,0,2092,321,279,0,1,0,1027,0,0.392,2622,1,12,135
1720,0,0,1737,668508,525,1,1,0,16178,1,4.673,3462,1,12,92
13905,0,0,1018,275,551,1,1,1,5339,0,1.493,3577,1,13,49
35141,0,0,19,3594,4,1,1,1,121836,0,71.458,1705,0,11,81
2170,1,0,7296,26252,591,1,1,1,38281,1,12.58,3043,1,6,104
11420,0,0,7479,23743,838,1,1,1,21710,1,5.221,4158,1,14,100
21035,0,0,0,3782,15,0,1,0,18026,0,11.805,1527,0,9,150
21695,0,0,1203,55,122,1,1,1,1934,0,0.583,3316,1,14,25
29274,1,0,7743,50071,121,1,1,1,2917,1,0.773,3776,1,11,159
15439,0,0,341236,1351,640,1,1,1,115521,0,32.987,3502,1,11,132
20720,0,0,119851,743,883,1,1,1,95336,0,64.416,1480,0,10,106
2569,0,0,2246,170720,17140,0,1,1,47041,0,10.701,4396,0,15,96
28467,0,0,82,114,341,0,1,1,2478,0,1.06,2337,0,14,147
31241,0,0,8198,1166,1687,0,1,1,9436,0,3.727,2532,1,12,111
11122,1,0,1519,130,41,1,1,0,2795,0,0.984,2840,1,12,47
9918,0,0,2,26,534,0,1,1,0,0,0.0,957,0,15,99
31946,0,0,1462,1501313,289,1,1,1,5460,1,1.343,4066,1,11,113
27103,0,0,15525,1033,1007,0,1,1,5162,0,3.531,1462,1,12,21
13885,0,0,2052,230,0,0,1,0,21057,0,6.088,3459,1,12,54
26590,0,0,394,1011805,1097,1,1,1,12602,1,3.085,4085,1,8,140
23979,1,0,24371,313,349,1,1,1,7336,0,2.149,3414,0,14,133
5046,0,0,2814,1034,480,1,1,1,99809,0,28.299,3527,1,11,19
28271,1,0,115,4,170,0,1,1,725,0,0.402,1802,0,15,124
26550,0,0,6878,6108,4525,1,1,1,5466,0,2.744,1992,0,14,146
30112,0,0,2314,217,0,1,1,1,37132,0,9.759,3805,0,13,28
18275,0,0,2262,198,7,0,1,0,3169,0,0.959,3303,0,15,143
18418,1,0,6028,100,1048,0,1,0,15296,0,8.021,1907,1,8,145
19673,0,0,1516,91,0,0,1,1,2277,0,0.641,3555,0,9,28
34031,0,0,289,1925,727,1,1,1,145534,0,34.284,4245,1,7,157
1561,0,0,2937,397,305,1,1,1,1307,0,0.353,3702,1,13,90
5048,0,0,7110,212531,8668,0,1,1,91548,1,21.771,4205,0,11,41
24736,1,0,1428,59,498,1,1,0,1807,0,0.443,4078,0,7,20
5784,0,0,716,1027,2138,0,1,1,1145,0,0.54,2119,0,6,158
3590,0,0,82,71,302,1,1,1,279,0,0.087,3225,1,14,149
10423,1,0,223,4,0,0,1,0,10,0,0.003,2882,0,8,54
13707,0,0,22,53,225,1,1,1,93,0,0.023,4108,1,13,52
13160,1,0,54,21,18,0,1,1,375,0,0.293,1280,0,15,108
2585,1,0,471,1375,2130,0,1,1,1001,0,0.935,1071,0,10,53
9880,1,0,6200,5,212,0,1,1,2506,0,1.869,1341,1,13,39
17844,1,0,1956,67,259,1,1,1,688,0,0.182,3770,1,15,42
32256,1,0,2935,9,90,0,1,1,1179,0,0.815,1447,0,15,154
27349,1,0,826,77,783,0,1,0,139,0,0.056,2499,0,11,43
3788,1,0,0,1626,6,0,1,0,1903,0,0.99,1923,0,12,94
15846,1,0,922,374,0,1,1,1,2870,0,0.895,3205,0,13,77
3693,1,0,51,0,0,0,1,0,92,0,0.067,1377,1,14,113
2162,1,0,2472,397,1733,1,1,1,9647,0,2.989,3227,0,13,133
7802,1,0,2955,6402,6605,0,1,1,31799,0,13.032,2440,0,12,134
29636,0,0,696,947,74,0,1,1,2939,0,4.494,654,1,9,160
30276,0,0,6740,205,126,0,1,0,305,0,0.204,1494,1,9,13
12382,0,0,11750,454,2012,1,1,1,3499,0,0.907,3856,1,8,64
8661,1,0,640,33,0,0,1,0,128,0,0.055,2318,0,8,43
34511,0,0,969,209441,366,1,1,1,93061,1,22.163,4199,1,9,123
18276,1,0,634,46,0,0,1,0,230,0,0.092,2503,0,15,64
13078,0,0,2138,104,105,1,1,1,353,0,0.157,2245,1,13,135
2100,1,0,221,14,0,0,1,1,37,0,0.01,3688,0,11,59
23675,0,0,6535,42214,101,1,1,1,11703,1,3.214,3641,1,12,160
903,0,0,113,12477,17906,1,1,1,8952,0,2.838,3154,0,10,160
22886,1,0,122,2,0,0,1,0,20,0,0.007,2913,0,14,60
8629,0,0,0,19,0,0,1,0,1945,0,1.691,1150,0,13,124
36223,1,0,4581,91,253,0,1,1,4444,0,2.038,2181,0,11,32
1519,0,0,1,25,1,0,1,0,682,0,0.201,3386,0,14,27
33999,0,0,45789,1009,1234,1,1,0,47577,0,22.119,2151,1,14,50
17991,0,0,52,25,0,1,1,0,114,0,0.036,3155,0,9,54
24126,0,0,578,1138,1614,0,1,1,923,0,0.965,956,1,9,140
17514,1,0,1855,30,31,0,1,0,1855,0,1.268,1463,0,14,155
24818,0,0,34,608,83,1,1,1,44500,0,22.429,1984,0,12,97
31863,0,0,51493,4280,807,1,1,0,2610,1,0.8,3263,1,11,14
12700,0,0,16006,23715,909,1,1,1,16956,1,3.997,4242,1,14,57
20856,0,0,374,88,340,1,1,1,4991,0,1.584,3150,1,14,133
3773,0,0,1581,7,0,0,1,1,1681,0,0.894,1881,0,9,30
17131,1,0,29,6,0,1,1,1,23,0,0.006,3542,0,12,73
21964,0,0,1745,8044,181,1,1,1,5713,0,1.424,4011,1,14,131
23150,1,0,35750,66,255,0,1,1,3817,0,1.6,2386,1,6,24
13821,0,0,824,19,0,0,1,0,1229,0,0.296,4155,0,13,42
14899,0,0,2752,65,310,0,1,1,2725,0,0.815,3345,0,11,91
21465,1,0,496,444,10,0,1,1,2481,0,1.061,2339,1,13,78
13679,0,0,2245,391,10,1,1,1,651,0,0.173,3758,0,15,51
29543,0,0,65066,31836,10902,0,1,1,38713,0,31.836,1216,0,14,146
29096,0,0,13393,3829,2484,1,1,1,28471,0,6.953,4095,1,15,156
29035,1,0,4720,2824886,101,1,1,1,3235,1,1.109,2917,1,9,107
13468,0,0,56431,48043,4213,1,1,1,122612,1,31.691,3869,1,12,135
22641,1,0,64,19,0,0,1,0,85,0,0.033,2583,0,11,13
372,0,0,841,78,312,1,1,1,1573,0,0.452,3481,1,14,85
19580,1,0,4,39,6,0,1,1,21005,0,5.338,3935,0,11,117
27633,1,0,78919,566,765,1,1,1,68890,0,23.094,2983,1,12,60
23431,0,0,450,6,0,0,1,0,32,0,0.009,3696,0,10,66
26522,1,0,1216,12,0,0,1,1,1740,0,1.325,1313,0,15,34
23808,1,0,346,0,21,0,1,0,345,0,0.245,1411,0,12,15
29217,0,0,257,907929,211,0,1,1,824,1,0.341,2417,1,15,30
12603,0,0,1176,1754,3822,0,1,1,315820,0,139.929,2257,0,15,90
34611,1,0,7884,144,254,1,1,0,935,0,0.445,2103,1,14,51
32067,1,0,2946,1082,2207,0,1,1,3507,0,2.332,1504,1,12,120
1937,1,0,52,19,0,0,1,1,1255,0,0.594,2112,0,9,140
24073,1,0,140,3,0,0,1,0,22,0,0.015,1478,0,12,38
27803,1,0,370,13,0,1,1,0,71,0,0.041,1724,0,10,52
28516,0,0,185,7,0,1,1,1,28,0,0.008,3577,0,13,35
30845,1,0,14696,490,591,1,1,0,5897,0,1.843,3199,1,11,58
28456,1,0,246,5,0,0,1,0,40,0,0.013,3070,0,8,32
291,1,0,2037,6,32,0,1,0,2924,0,2.152,1359,0,9,58
1163,0,0,1730,184976,1131,1,1,1,4721,1,1.112,4244,1,11,148
34724,0,0,60,146,38,0,1,1,496,0,0.139,3569,1,15,104
22578,1,0,2387,16,31,0,1,1,3358,0,1.401,2397,0,14,108
365,0,0,2926,2494,2395,0,1,1,11134,0,2.915,3820,1,11,117
22549,0,0,6514,772,715,1,1,1,32451,0,10.227,3173,1,8,43
1584,0,0,1520,31,57,1,1,0,384,0,0.117,3275,0,10,19
15032,0,0,2310,254,0,1,1,0,3156,0,1.116,2828,0,11,27
18123,1,0,3,53,2,0,1,0,5642,0,6.478,871,0,14,111
36300,0,0,4091,6885,1710,1,1,1,5151,1,1.402,3673,1,14,158
17867,1,0,1806,51,33,0,1,1,929,0,0.322,2888,0,11,80
19684,0,0,7873,4548,2911,0,1,1,1181,0,0.5,2364,1,9,154
27398,0,0,699,872,896,0,1,1,1139,0,0.461,2471,0,13,144
35042,0,0,6377,65165,3241,1,1,1,7915,1,1.62,4886,1,10,117
33344,1,0,2432,33,89,1,1,1,3455,0,0.912,3788,0,8,53
9356,1,0,3200,440,917,0,1,1,6457,0,2.582,2501,0,8,60
1985,0,0,235509,4389,4268,0,1,0,190405,0,58.858,3235,1,8,159
17947,0,0,118,664,701,0,1,0,2943,0,1.036,2840,0,15,103
23597,1,0,45391,1271,5001,0,1,1,98704,0,24.24,4072,1,10,156
34454,1,0,2190,47,102,0,1,1,3110,0,0.854,3640,0,7,104
10857,1,0,178,8938,7874,1,1,1,297,0,0.152,1948,0,13,134
20145,0,0,11008,503,215,1,1,1,12799,0,4.281,2990,0,15,66
14915,1,0,11,0,55,0,1,1,161,0,0.112,1441,0,14,97
21854,0,0,1688,173,1086,1,1,1,1139,0,0.276,4130,1,13,157
2094,1,0,47259,370,280,1,1,0,11305,0,4.639,2437,1,15,31
28117,0,0,0,25,0,0,1,0,10687,0,7.727,1383,0,10,118
7666,0,0,1396,32548,3821,1,1,1,15756,1,6.473,2434,1,8,131
17313,0,0,0,17,2,0,1,0,8963,0,7.72,1161,0,14,21
10374,0,0,18278,2464,2158,1,1,1,20988,1,4.963,4229,1,12,123
16815,0,0,805,1711,1482,1,1,1,13231,0,2.778,4762,1,10,35
18202,0,0,21958,1310,1156,0,1,1,4880,0,2.0,2440,1,13,110
22735,1,0,2363,145,301,0,1,1,3372,0,0.738,4568,0,11,57
3055,0,0,3404,96,238,1,1,1,865,0,0.283,3061,0,6,42
33693,1,0,5487,6457,302,1,1,1,6266,0,1.798,3485,1,12,160
9613,0,0,4165,296,1180,0,1,1,6366,0,1.518,4195,0,8,79
10,0,0,127,32,0,0,1,1,921,0,0.29,3175,1,13,26
18613,0,0,669,104,0,0,1,1,157,0,0.046,3430,0,10,54
35577,1,0,129215,26264,31157,1,1,1,213822,0,52.575,4067,0,7,128
9442,0,0,2709,237,559,1,1,1,10399,0,3.123,3330,0,9,131
12096,0,0,542,941345,221,0,1,1,1559,1,0.365,4274,1,11,158
4025,1,0,177,1,0,0,1,0,25,0,0.01,2387,0,7,59
30237,0,0,779,172,384,1,1,1,2243,0,0.849,2643,1,9,78
26016,0,0,8971,7060,1467,1,1,1,16044,0,4.883,3286,1,8,140
35529,1,0,9,0,22,0,1,1,160,0,0.124,1288,0,15,33
21783,1,0,1226,9,0,0,1,0,1226,0,0.838,1463,0,15,23
28173,0,0,20745,26277,5924,1,1,0,25932,0,6.155,4213,1,14,142
17207,0,0,1357,181,18,0,1,1,2126,0,1.243,1710,0,8,95
13934,0,0,101,11527,150,1,1,1,10189,1,3.602,2829,1,13,90
20314,1,0,6145,244,333,1,1,1,26011,0,14.315,1817,0,11,29
12915,1,0,0,37,0,0,1,1,161,0,0.192,837,0,6,126
15188,1,0,2012,24,2735,0,1,0,725,0,0.295,2458,0,13,11
12523,0,0,305,3411998,2104,1,1,1,7644,1,1.699,4500,1,10,37
3148,0,0,6638,1043,862,1,1,1,17747,0,4.69,3784,1,11,119
1251,1,0,1094,76,223,0,1,0,1384,0,0.461,3001,1,10,60
3237,0,0,2,206871,111,0,1,1,191,0,0.071,2693,1,15,79
26670,0,0,2196,32,27,0,1,1,3675,0,0.902,4074,0,12,127
12889,0,0,8224,644,354,1,1,0,24573,0,7.464,3292,1,14,20
